country,year,size_predicted_lower,size_predicted_median,size_predicted_upper,scenario,area_to_burn.1,area_to_burn.2,area_to_burn.3,area_to_burn.4,area_to_burn.5,model
Spain,2076,3784.277509,50064.76192,785230.0327,SSP1-2.6,494790.278,365131.278,547159.278,450959.278,680294.278,GCM's average
Sweden,2076,62.49393204,581.0705826,6767.366285,SSP1-2.6,2674.494,2560.494,5659.494,5614.494,4644.494,GCM's average
Germany,2077,21.26304518,293.9053489,4615.310342,SSP1-2.6,2983.263,2015.263,3689.263,2199.263,573.263,GCM's average
Spain,2077,4170.849632,51140.62242,775506.3629,SSP1-2.6,237654.85,103151.85,90708.85,309902.85,13320.85,GCM's average
Sweden,2077,57.98636467,514.0363757,7370.057978,SSP1-2.6,4409.986,7148.986,3647.986,4283.986,6106.986,GCM's average
Germany,2078,29.3164069,354.7540404,5421.618476,SSP1-2.6,420.316,53.316,1045.316,3685.316,1918.316,GCM's average
Spain,2078,3663.113349,43139.72874,674547.2294,SSP1-2.6,476615.113,607992.113,359627.113,418555.113,448056.113,GCM's average
Sweden,2078,58.48895078,571.1534236,7257.392451,SSP1-2.6,3936.489,3121.489,2319.489,3184.489,4521.489,GCM's average
Germany,2079,28.06833277,368.9310505,5533.201321,SSP1-2.6,4122.068,4876.068,1321.068,2477.068,4738.068,GCM's average
Spain,2079,3644.376768,43440.12938,673807.0063,SSP1-2.6,163994.377,223154.377,658952.377,212315.377,314309.377,GCM's average
Sweden,2079,60.25011988,566.2598453,7361.465948,SSP1-2.6,5159.25,4260.25,2769.25,2072.25,5311.25,GCM's average
Germany,2080,27.9713148,341.7648811,5928.902556,SSP1-2.6,1929.971,1984.971,4231.971,895.971,793.971,GCM's average
Spain,2080,3804.692818,43009.99553,649076.3087,SSP1-2.6,237832.693,549682.693,53073.693,289147.693,433849.693,GCM's average
Sweden,2080,59.25493356,528.6223311,7018.718398,SSP1-2.6,1250.255,4580.255,595.255,1202.255,853.255,GCM's average
Germany,2081,22.69168197,286.5893903,4990.962518,SSP1-2.6,4467.692,1830.692,2092.692,2961.692,341.692,GCM's average
Spain,2081,3676.525707,44746.55982,645318.29,SSP1-2.6,569329.526,309980.526,12351.526,578245.526,353693.526,GCM's average
Sweden,2081,60.91410657,563.193202,7156.286493,SSP1-2.6,1626.914,595.914,6310.914,5653.914,4494.914,GCM's average
Germany,2082,18.55946566,221.4219659,4125.926028,SSP1-2.6,3664.559,2057.559,4085.559,3671.559,3641.559,GCM's average
Spain,2082,3334.69935,43731.96944,682926.6107,SSP1-2.6,641005.699,403470.699,136505.699,372986.699,457952.699,GCM's average
Sweden,2082,57.76007716,527.1073196,7538.810771,SSP1-2.6,6210.76,5982.76,7528.76,138.76,1180.76,GCM's average
Germany,2083,18.96090158,233.1913736,3755.889304,SSP1-2.6,1587.961,37.961,3720.961,3475.961,2647.961,GCM's average
Spain,2083,3839.150401,44064.89916,630470.6038,SSP1-2.6,410560.15,564835.15,147261.15,178500.15,158950.15,GCM's average
Sweden,2083,59.69493295,537.1143387,7713.533752,SSP1-2.6,4363.695,3472.695,7436.695,5298.695,5259.695,GCM's average
Germany,2084,22.37970455,260.2441899,4113.148502,SSP1-2.6,1267.38,2998.38,3061.38,2167.38,370.38,GCM's average
Spain,2084,3548.070628,40225.61817,554403.8208,SSP1-2.6,233658.071,365446.071,16004.071,120239.071,282257.071,GCM's average
Sweden,2084,57.61480289,509.1015663,6999.54778,SSP1-2.6,1345.615,2318.615,2531.615,397.615,6940.615,GCM's average
Germany,2085,19.65227186,281.3992767,4505.528591,SSP1-2.6,2638.652,1389.652,277.652,1841.652,3129.652,GCM's average
Spain,2085,3321.651558,37104.57826,661597.6041,SSP1-2.6,433071.652,15041.652,609661.652,517845.652,200310.652,GCM's average
Sweden,2085,55.13492294,504.6525536,6435.23261,SSP1-2.6,477.135,739.135,6122.135,6245.135,6059.135,GCM's average
Germany,2086,20.73476521,273.2349699,4562.595757,SSP1-2.6,3465.735,3712.735,3683.735,3213.735,1224.735,GCM's average
Spain,2086,3481.893505,38076.1949,599211.119,SSP1-2.6,246823.894,454769.894,556331.894,180815.894,92347.894,GCM's average
Sweden,2086,58.3710668,518.7290203,6274.484889,SSP1-2.6,3776.371,3326.371,3331.371,530.371,4882.371,GCM's average
Germany,2087,19.01629896,241.8283893,4296.529284,SSP1-2.6,816.016,1032.016,1208.016,483.016,99.016,GCM's average
Spain,2087,3144.877847,37006.05028,545842.7125,SSP1-2.6,36812.878,369552.878,56186.878,197820.878,514077.878,GCM's average
Sweden,2087,53.02736325,457.1458246,5228.525599,SSP1-2.6,538.027,3934.027,1234.027,2380.027,623.027,GCM's average
Germany,2088,16.70334349,241.334501,3946.263101,SSP1-2.6,408.703,1842.703,1180.703,878.703,1847.703,GCM's average
Spain,2088,3818.436288,47503.7097,813011.6294,SSP1-2.6,512277.436,212756.436,187990.436,84194.436,494667.436,GCM's average
Sweden,2088,43.91763668,432.1290439,5466.832048,SSP1-2.6,1921.918,2217.918,4835.918,2793.918,863.918,GCM's average
Germany,2089,18.51036541,243.0577315,3950.51067,SSP1-2.6,1709.51,2607.51,357.51,1615.51,1343.51,GCM's average
Spain,2089,3952.803989,50036.7845,718290.6403,SSP1-2.6,148676.804,11398.804,484203.804,629482.804,19522.804,GCM's average
Sweden,2089,58.07699026,475.7007659,6474.095585,SSP1-2.6,6408.077,1667.077,3013.077,2699.077,2115.077,GCM's average
Germany,2090,21.56358224,280.0926413,4505.609117,SSP1-2.6,847.564,2769.564,991.564,2312.564,2816.564,GCM's average
Spain,2090,3940.203562,48757.44871,767260.4846,SSP1-2.6,553863.204,238850.204,504179.204,657295.204,305573.204,GCM's average
Sweden,2090,58.66974952,519.3891967,7086.576669,SSP1-2.6,4912.67,5347.67,4455.67,2402.67,2625.67,GCM's average
Germany,2091,22.55083348,286.5701823,4990.71449,SSP1-2.6,2304.551,4799.551,1340.551,1272.551,4083.551,GCM's average
Spain,2091,3187.744162,36146.65459,545955.3645,SSP1-2.6,131926.744,66950.744,267282.744,460447.744,145508.744,GCM's average
Sweden,2091,50.85582244,476.9056589,6455.872984,SSP1-2.6,3337.856,640.856,2228.856,2601.856,2975.856,GCM's average
Germany,2092,21.96104179,294.852953,4866.61417,SSP1-2.6,4503.961,124.961,1379.961,2674.961,2370.961,GCM's average
Spain,2092,3300.394577,36361.12219,563783.4735,SSP1-2.6,297761.395,167196.395,81060.395,264664.395,307191.395,GCM's average
Sweden,2092,54.96806522,490.6214249,6182.628826,SSP1-2.6,1603.968,3798.968,2343.968,3247.968,3350.968,GCM's average
Germany,2093,18.84423613,234.5492673,3723.97737,SSP1-2.6,1665.844,2683.844,161.844,3113.844,28.844,GCM's average
Spain,2093,3071.042355,36171.05725,531197.1757,SSP1-2.6,487434.042,11740.042,117940.042,354558.042,477610.042,GCM's average
Sweden,2093,51.2072708,479.5456167,6371.375184,SSP1-2.6,2551.207,4661.207,731.207,2988.207,2046.207,GCM's average
Germany,2094,18.62821349,237.7178659,3832.061465,SSP1-2.6,2298.628,2448.628,3084.628,1685.628,36.628,GCM's average
Spain,2094,3001.634459,35599.78114,521890.3032,SSP1-2.6,384370.634,394888.634,480557.634,189166.634,298333.634,GCM's average
Sweden,2094,48.74758734,439.8467964,5398.33586,SSP1-2.6,1304.748,5134.748,501.748,646.748,4649.748,GCM's average
Germany,2095,19.97206533,240.6971001,4072.192577,SSP1-2.6,2188.972,1321.972,2582.972,3609.972,3301.972,GCM's average
Spain,2095,3031.053295,35430.63077,509731.7714,SSP1-2.6,234280.053,452620.053,496483.053,405321.053,225215.053,GCM's average
Sweden,2095,51.32405394,457.6278177,5740.819243,SSP1-2.6,2934.324,618.324,1709.324,4172.324,1875.324,GCM's average
Germany,2096,18.18365328,243.0166102,4104.767959,SSP1-2.6,2916.184,1231.184,2799.184,4010.184,3349.184,GCM's average
Spain,2096,2687.886694,37042.12803,513454.7637,SSP1-2.6,212152.887,399229.887,114588.887,502674.887,255705.887,GCM's average
Sweden,2096,54.43580886,462.3816741,5995.306819,SSP1-2.6,2708.436,3364.436,1289.436,704.436,4033.436,GCM's average
Germany,2097,16.32468134,218.4860932,3549.842917,SSP1-2.6,56.325,2698.325,1396.325,1785.325,193.325,GCM's average
Spain,2097,3454.266088,40385.31744,553794.986,SSP1-2.6,116193.266,61850.266,349408.266,96457.266,124062.266,GCM's average
Sweden,2097,51.53776918,478.8039492,5802.065081,SSP1-2.6,728.538,3355.538,2029.538,4286.538,3315.538,GCM's average
Germany,2098,15.40547345,220.8860894,3654.142379,SSP1-2.6,2751.405,629.405,2133.405,1169.405,2464.405,GCM's average
Spain,2098,3236.88086,37439.6546,537748.2866,SSP1-2.6,14961.881,336696.881,283662.881,181349.881,436701.881,GCM's average
Sweden,2098,49.76986772,445.1671315,5556.932533,SSP1-2.6,2020.77,2037.77,603.77,455.77,1843.77,GCM's average
Germany,2099,29.01129981,371.418349,6029.093767,SSP1-2.6,4300.011,1936.011,5841.011,903.011,443.011,GCM's average
Spain,2099,3776.161264,40292.87709,732766.8513,SSP1-2.6,271417.161,72389.161,220398.161,581846.161,116763.161,GCM's average
Sweden,2099,64.76208977,561.5619797,7152.717623,SSP1-2.6,1026.762,4552.762,1139.762,5615.762,1507.762,GCM's average
Germany,2021,21.07076453,279.8079497,5003.876697,SSP2-4.5,4196.071,1445.071,1405.071,4179.071,990.071,GCM's average
Spain,2021,3637.527257,44366.1931,733219.2027,SSP2-4.5,59040.527,377291.527,591337.527,634186.527,719515.527,GCM's average
Sweden,2021,58.13251834,527.833695,6578.189332,SSP2-4.5,5711.133,3861.133,808.133,4746.133,967.133,GCM's average
Germany,2022,22.41835292,285.2538729,4907.719077,SSP2-4.5,935.418,2439.418,711.418,3660.418,3246.418,GCM's average
Spain,2022,3514.131628,45768.21931,622806.4662,SSP2-4.5,314292.132,138353.132,131772.132,66138.132,15203.132,GCM's average
Sweden,2022,60.60627553,519.3270375,6379.412607,SSP2-4.5,5054.606,4887.606,6375.606,4087.606,381.606,GCM's average
Germany,2023,21.65506639,281.7636727,4963.555319,SSP2-4.5,4057.655,2777.655,3781.655,1530.655,1873.655,GCM's average
Spain,2023,3624.909337,40510.88366,601084.9905,SSP2-4.5,331276.909,139075.909,127709.909,283958.909,361019.909,GCM's average
Sweden,2023,54.03739189,523.3577423,7588.194178,SSP2-4.5,6946.037,4685.037,4950.037,5411.037,6172.037,GCM's average
Germany,2024,19.76283696,268.242869,4261.675445,SSP2-4.5,2608.763,2840.763,2326.763,3405.763,3520.763,GCM's average
Spain,2024,3377.105736,40748.19537,538576.8454,SSP2-4.5,182666.106,349310.106,195178.106,496940.106,22909.106,GCM's average
Sweden,2024,51.92304973,453.630644,6167.417189,SSP2-4.5,1985.923,1819.923,82.923,3392.923,4619.923,GCM's average
Germany,2025,20.64729192,279.0063849,4441.543124,SSP2-4.5,458.647,2250.647,651.647,3200.647,1802.647,GCM's average
Spain,2025,3576.299167,41312.76389,619025.204,SSP2-4.5,540128.299,108169.299,195056.299,76593.299,382716.299,GCM's average
Sweden,2025,50.61839999,489.1930252,6436.251052,SSP2-4.5,3340.618,4973.618,2560.618,1247.618,2128.618,GCM's average
Germany,2026,20.72859234,261.7997289,4370.377175,SSP2-4.5,4184.729,1899.729,85.729,1667.729,3568.729,GCM's average
Spain,2026,3097.82035,39787.69661,603881.3292,SSP2-4.5,306958.82,341065.82,157463.82,141960.82,74626.82,GCM's average
Sweden,2026,51.75173987,468.995558,6380.753503,SSP2-4.5,3679.752,4388.752,4636.752,2769.752,3534.752,GCM's average
Germany,2027,15.90047985,215.9695618,3377.063073,SSP2-4.5,3071.9,3261.9,1699.9,1854.9,268.9,GCM's average
Spain,2027,3179.086357,35322.15008,543761.7363,SSP2-4.5,492635.086,30435.086,13316.086,315723.086,109544.086,GCM's average
Sweden,2027,42.03482334,432.2287711,5258.637237,SSP2-4.5,4278.035,849.035,107.035,3974.035,1125.035,GCM's average
Germany,2028,19.59310164,234.2801857,3942.450024,SSP2-4.5,3176.593,2481.593,1273.593,2830.593,1588.593,GCM's average
Spain,2028,2922.944687,37473.5151,586487.8022,SSP2-4.5,525291.945,367121.945,241548.945,329941.945,89637.945,GCM's average
Sweden,2028,49.86745831,433.4791947,5633.966417,SSP2-4.5,434.867,1348.867,4710.867,4657.867,1792.867,GCM's average
Germany,2029,18.93950606,237.4611498,3898.134013,SSP2-4.5,1026.94,2449.94,1574.94,2509.94,1385.94,GCM's average
Spain,2029,3387.384667,43696.88476,633885.4551,SSP2-4.5,468975.385,484311.385,227421.385,9679.385,313769.385,GCM's average
Sweden,2029,53.16866453,473.3945091,5977.266319,SSP2-4.5,2379.169,3522.169,3803.169,5922.169,3421.169,GCM's average
Germany,2030,20.79295893,248.1615571,3961.398898,SSP2-4.5,413.793,978.793,2955.793,1406.793,777.793,GCM's average
Spain,2030,3452.692899,41103.78781,590658.5431,SSP2-4.5,43759.693,143404.693,278271.693,34129.693,199732.693,GCM's average
Sweden,2030,55.79918636,490.7059368,6539.322174,SSP2-4.5,1132.799,4452.799,844.799,4468.799,5476.799,GCM's average
Germany,2031,17.37465773,225.9952839,3717.815797,SSP2-4.5,591.375,1238.375,1762.375,2035.375,3296.375,GCM's average
Spain,2031,3496.827556,41503.16321,598435.1795,SSP2-4.5,480994.828,459753.828,161179.828,512796.828,114991.828,GCM's average
Sweden,2031,52.50732654,476.4137868,6027.277772,SSP2-4.5,5565.507,810.507,2168.507,5313.507,2282.507,GCM's average
Germany,2032,17.74896354,233.0800282,3660.990512,SSP2-4.5,1246.749,606.749,582.749,821.749,293.749,GCM's average
Spain,2032,3429.791268,40951.1442,711731.2415,SSP2-4.5,45586.791,622941.791,152479.791,4263.791,584710.791,GCM's average
Sweden,2032,51.67344171,453.622858,5831.029473,SSP2-4.5,4168.673,1275.673,2898.673,5459.673,5398.673,GCM's average
Germany,2033,17.69183812,239.8462535,4033.789718,SSP2-4.5,3253.692,443.692,2361.692,3680.692,3728.692,GCM's average
Spain,2033,3623.693828,42881.98748,656568.7463,SSP2-4.5,93802.694,643153.694,566855.694,24900.694,98389.694,GCM's average
Sweden,2033,46.90610043,421.6884787,5239.910604,SSP2-4.5,1690.906,423.906,2449.906,2624.906,163.906,GCM's average
Germany,2034,19.50130807,232.8070911,3458.897245,SSP2-4.5,939.501,1052.501,1776.501,3055.501,2383.501,GCM's average
Spain,2034,3581.354963,42251.00987,630607.3302,SSP2-4.5,305821.355,17628.355,608578.355,324960.355,111437.355,GCM's average
Sweden,2034,46.856248,446.0105996,6158.152367,SSP2-4.5,1924.856,4255.856,3484.856,3247.856,6133.856,GCM's average
Germany,2035,21.88214495,254.8283594,4841.969053,SSP2-4.5,3005.882,2707.882,940.882,3338.882,2380.882,GCM's average
Spain,2035,3563.439521,40241.83691,646083.3905,SSP2-4.5,539765.44,240109.44,554083.44,396076.44,380003.44,GCM's average
Sweden,2035,50.29853868,441.4756558,5502.266989,SSP2-4.5,4645.299,635.299,2948.299,4775.299,3910.299,GCM's average
Germany,2036,18.59338218,242.2208247,4403.370345,SSP2-4.5,2119.593,2195.593,2775.593,1269.593,615.593,GCM's average
Spain,2036,3282.115741,37599.66176,583111.5265,SSP2-4.5,309214.116,397159.116,307211.116,441264.116,447198.116,GCM's average
Sweden,2036,50.73492187,436.3141499,5764.615942,SSP2-4.5,1288.735,3996.735,1122.735,4069.735,3979.735,GCM's average
Germany,2037,23.56128875,311.4002411,4293.444603,SSP2-4.5,3583.561,4114.561,3782.561,2100.561,393.561,GCM's average
Spain,2037,4068.677669,49947.56075,696262.8892,SSP2-4.5,185188.678,298733.678,345834.678,273774.678,41535.678,GCM's average
Sweden,2037,51.96857245,462.14367,5564.009851,SSP2-4.5,5415.969,5207.969,3193.969,2707.969,1088.969,GCM's average
Germany,2038,26.70049307,318.209596,5268.880688,SSP2-4.5,769.7,2537.7,4386.7,569.7,3754.7,GCM's average
Spain,2038,4353.595694,50769.93073,815994.6198,SSP2-4.5,192803.596,462329.596,551666.596,306055.596,313985.596,GCM's average
Sweden,2038,50.49660409,449.3774432,5787.671784,SSP2-4.5,1944.497,1796.497,4812.497,3198.497,3704.497,GCM's average
Germany,2039,24.19803646,323.0008031,5138.859433,SSP2-4.5,2300.198,2320.198,3489.198,2223.198,1343.198,GCM's average
Spain,2039,4804.278763,58193.2413,914152.7268,SSP2-4.5,906642.279,101990.279,180608.279,301462.279,473753.279,GCM's average
Sweden,2039,51.63864518,439.9084506,5159.154917,SSP2-4.5,3483.639,2858.639,1309.639,1190.639,5007.639,GCM's average
Germany,2040,23.53301462,290.7879078,4610.154475,SSP2-4.5,3778.533,398.533,3930.533,3074.533,234.533,GCM's average
Spain,2040,4670.889377,58424.36702,929376.8359,SSP2-4.5,111841.889,259831.889,709563.889,121392.889,318445.889,GCM's average
Sweden,2040,46.46118137,424.3495806,5506.006501,SSP2-4.5,2039.461,1808.461,2991.461,3873.461,763.461,GCM's average
Germany,2041,23.53869263,302.9806396,4397.28844,SSP2-4.5,2848.539,345.539,1185.539,804.539,462.539,GCM's average
Spain,2041,4333.416727,54912.78709,760568.1915,SSP2-4.5,741842.417,395639.417,440265.417,617354.417,382839.417,GCM's average
Sweden,2041,48.00528979,440.1262356,5212.42448,SSP2-4.5,3142.005,1695.005,4507.005,512.005,4805.005,GCM's average
Germany,2042,22.03239494,307.2899079,4885.119278,SSP2-4.5,3489.032,2456.032,4097.032,4470.032,3200.032,GCM's average
Spain,2042,4363.151259,51217.4005,711030.2947,SSP2-4.5,348786.151,209706.151,204155.151,562483.151,136391.151,GCM's average
Sweden,2042,59.68233666,483.0459181,6068.78258,SSP2-4.5,5342.682,3372.682,4967.682,347.682,2267.682,GCM's average
Germany,2043,24.20283328,300.7933072,4606.747334,SSP2-4.5,3368.203,4582.203,2246.203,2802.203,4184.203,GCM's average
Spain,2043,3973.617308,48525.4577,769377.761,SSP2-4.5,575369.617,603906.617,291620.617,314961.617,343514.617,GCM's average
Sweden,2043,57.60038211,494.9197241,5655.366626,SSP2-4.5,867.6,1272.6,1504.6,4258.6,1317.6,GCM's average
Germany,2044,21.04589731,232.7390923,4231.024861,SSP2-4.5,1755.046,3311.046,3479.046,1362.046,2358.046,GCM's average
Spain,2044,4217.685227,47992.9239,760711.1049,SSP2-4.5,271560.685,665240.685,405946.685,606505.685,271527.685,GCM's average
Sweden,2044,59.33910527,490.1715422,5854.96008,SSP2-4.5,5784.339,2686.339,4402.339,5143.339,3551.339,GCM's average
Germany,2045,17.19567314,234.4334,3777.949362,SSP2-4.5,928.196,3110.196,3051.196,1843.196,2522.196,GCM's average
Spain,2045,4373.41232,49450.93066,784314.1711,SSP2-4.5,617658.412,581329.412,95121.412,8710.412,170616.412,GCM's average
Sweden,2045,51.31158393,463.4782166,6148.903748,SSP2-4.5,4090.312,2630.312,2944.312,506.312,1896.312,GCM's average
Germany,2046,26.35629678,316.5643836,4983.24588,SSP2-4.5,1095.356,155.356,3599.356,27.356,1900.356,GCM's average
Spain,2046,4474.406136,49649.94626,791073.9336,SSP2-4.5,61609.406,544086.406,127838.406,486917.406,384931.406,GCM's average
Sweden,2046,53.02756728,482.4006336,6137.427783,SSP2-4.5,355.028,2686.028,5324.028,5935.028,2079.028,GCM's average
Germany,2047,26.68704733,313.6007756,5587.410902,SSP2-4.5,2001.687,2477.687,545.687,5476.687,3198.687,GCM's average
Spain,2047,4028.395933,49665.95506,727231.4636,SSP2-4.5,492551.396,592879.396,28924.396,557156.396,510175.396,GCM's average
Sweden,2047,65.99161376,628.4444211,7101.61346,SSP2-4.5,2640.992,3478.992,3349.992,3514.992,986.992,GCM's average
Germany,2048,26.40082848,316.3321333,5879.200832,SSP2-4.5,2192.401,606.401,314.401,4701.401,3424.401,GCM's average
Spain,2048,4187.158678,47768.64056,714003.1221,SSP2-4.5,452366.159,192032.159,109080.159,284788.159,303374.159,GCM's average
Sweden,2048,61.3722013,578.4281238,7341.326447,SSP2-4.5,4752.372,2816.372,2268.372,2667.372,6407.372,GCM's average
Germany,2049,22.1117048,308.4714442,5778.154888,SSP2-4.5,3393.112,3625.112,655.112,4339.112,1303.112,GCM's average
Spain,2049,3982.185769,47651.74702,734709.9693,SSP2-4.5,430800.186,624045.186,320860.186,205427.186,481943.186,GCM's average
Sweden,2049,72.49380395,590.4210649,8152.408262,SSP2-4.5,6463.494,5775.494,2256.494,3301.494,1584.494,GCM's average
Germany,2050,21.76468763,287.8118404,4634.475927,SSP2-4.5,3764.765,1828.765,1091.765,2640.765,1379.765,GCM's average
Spain,2050,3592.87847,39822.37349,632504.6514,SSP2-4.5,285814.878,144373.878,345642.878,162098.878,136958.878,GCM's average
Sweden,2050,55.98812394,512.4204594,5601.535241,SSP2-4.5,3728.988,1930.988,5021.988,727.988,185.988,GCM's average
Germany,2051,25.62298525,274.0882632,4341.662395,SSP2-4.5,3573.623,2142.623,1496.623,2594.623,1860.623,GCM's average
Spain,2051,4147.997489,50323.16125,717582.1276,SSP2-4.5,678066.997,254676.997,688758.997,208222.997,386528.997,GCM's average
Sweden,2051,49.41080228,450.6116148,6473.649748,SSP2-4.5,3818.411,5744.411,3495.411,5687.411,1071.411,GCM's average
Germany,2052,19.86169891,265.8806106,4622.67484,SSP2-4.5,2982.862,2950.862,1087.862,1730.862,2652.862,GCM's average
Spain,2052,3965.943779,50952.51263,702199.874,SSP2-4.5,429668.944,407081.944,28423.944,530330.944,26703.944,GCM's average
Sweden,2052,57.34851785,530.9912522,6818.643653,SSP2-4.5,3180.349,2085.349,3460.349,6527.349,2328.349,GCM's average
Germany,2053,19.4575744,263.1260599,4582.947334,SSP2-4.5,1839.458,2412.458,768.458,3059.458,3226.458,GCM's average
Spain,2053,3967.484165,49819.65857,727761.7142,SSP2-4.5,277358.484,680787.484,141018.484,173177.484,573963.484,GCM's average
Sweden,2053,60.09803663,509.0915893,6165.151644,SSP2-4.5,2592.098,2329.098,3085.098,4992.098,382.098,GCM's average
Germany,2054,22.46003635,306.2197141,4501.842711,SSP2-4.5,1592.46,146.46,1466.46,1716.46,1529.46,GCM's average
Spain,2054,4453.830838,52616.81235,827410.5479,SSP2-4.5,491913.831,434686.831,178330.831,224453.831,210812.831,GCM's average
Sweden,2054,49.53865831,480.010514,6508.627545,SSP2-4.5,1387.539,5371.539,4400.539,6439.539,328.539,GCM's average
Germany,2055,21.06737207,288.0108399,5256.119798,SSP2-4.5,3308.067,1170.067,903.067,32.067,3040.067,GCM's average
Spain,2055,4417.559924,56210.63709,852167.0819,SSP2-4.5,186267.56,406076.56,746736.56,561231.56,301356.56,GCM's average
Sweden,2055,42.09223132,429.1273595,5281.402566,SSP2-4.5,4694.092,2145.092,381.092,480.092,2892.092,GCM's average
Germany,2056,23.82809728,294.292323,4818.064702,SSP2-4.5,2965.828,4099.828,134.828,1478.828,4376.828,GCM's average
Spain,2056,4296.383067,54315.03057,856773.4739,SSP2-4.5,670183.383,632867.383,7780.383,197323.383,832612.383,GCM's average
Sweden,2056,54.06437928,475.243177,6025.087396,SSP2-4.5,5664.064,4822.064,1195.064,4933.064,2304.064,GCM's average
Germany,2057,20.76113442,263.0894202,4320.074822,SSP2-4.5,2865.761,4268.761,2466.761,2576.761,1442.761,GCM's average
Spain,2057,5102.127207,63610.71385,1044568.713,SSP2-4.5,948091.127,403896.127,361590.127,762702.127,447716.127,GCM's average
Sweden,2057,52.36790796,482.3252425,6051.156024,SSP2-4.5,3405.368,849.368,3354.368,4645.368,4430.368,GCM's average
Germany,2058,21.47091218,285.9648956,4700.768925,SSP2-4.5,4564.471,2460.471,2415.471,4537.471,2580.471,GCM's average
Spain,2058,4779.680431,63008.80954,1000534.713,SSP2-4.5,701726.68,52632.68,919624.68,264267.68,721168.68,GCM's average
Sweden,2058,52.87484374,492.8990131,5919.023696,SSP2-4.5,1193.875,4905.875,4674.875,2459.875,2050.875,GCM's average
Germany,2059,27.24102477,345.6853788,4850.245175,SSP2-4.5,2363.241,3705.241,535.241,733.241,725.241,GCM's average
Spain,2059,4978.050473,62471.97882,1056849.778,SSP2-4.5,980938.05,544103.05,1044751.05,391114.05,1039384.05,GCM's average
Sweden,2059,62.29447088,586.4836258,6801.95949,SSP2-4.5,2100.294,4446.294,1519.294,275.294,104.294,GCM's average
Germany,2060,29.59261643,337.2887287,4630.961869,SSP2-4.5,4576.593,2400.593,3217.593,3244.593,3037.593,GCM's average
Spain,2060,3969.469079,51808.00635,783761.7994,SSP2-4.5,52776.469,239141.469,88838.469,255627.469,515616.469,GCM's average
Sweden,2060,68.23335113,559.2588644,6912.844203,SSP2-4.5,3178.233,405.233,6870.233,5225.233,2083.233,GCM's average
Germany,2061,29.69444266,338.8857451,6150.1846,SSP2-4.5,4535.694,5199.694,2969.694,2433.694,2427.694,GCM's average
Spain,2061,3634.649288,46185.58301,694682.2759,SSP2-4.5,502049.649,583764.649,657135.649,396170.649,492618.649,GCM's average
Sweden,2061,73.38875293,676.3730363,8318.650234,SSP2-4.5,1223.389,6142.389,8236.389,1357.389,775.389,GCM's average
Germany,2062,30.45315899,372.1425344,5814.725027,SSP2-4.5,5297.453,462.453,4714.453,4463.453,4200.453,GCM's average
Spain,2062,4295.67138,51320.24246,775126.0699,SSP2-4.5,454460.671,61591.671,164042.671,494984.671,166750.671,GCM's average
Sweden,2062,78.72765952,672.6368271,7791.106979,SSP2-4.5,5346.728,5439.728,4188.728,3915.728,257.728,GCM's average
Germany,2063,30.45333267,366.3752709,5448.531047,SSP2-4.5,5163.453,1214.453,556.453,3553.453,4350.453,GCM's average
Spain,2063,4227.500774,53568.29664,851744.7711,SSP2-4.5,155057.501,319520.501,366473.501,85797.501,302494.501,GCM's average
Sweden,2063,74.76456166,669.2044272,8124.378893,SSP2-4.5,4853.765,4903.765,376.765,4441.765,285.765,GCM's average
Germany,2064,27.89532737,331.5369294,5791.436437,SSP2-4.5,5584.895,1446.895,2698.895,5606.895,4292.895,GCM's average
Spain,2064,4314.056864,52221.87455,823821.2137,SSP2-4.5,236760.057,130860.057,814499.057,93813.057,679023.057,GCM's average
Sweden,2064,64.93961222,554.5057172,6631.843684,SSP2-4.5,6507.94,1376.94,418.94,1373.94,6059.94,GCM's average
Germany,2065,26.0545395,303.1308776,5644.065192,SSP2-4.5,2878.055,2700.055,2870.055,5562.055,4592.055,GCM's average
Spain,2065,3966.169335,44497.15605,689750.6045,SSP2-4.5,539876.169,29785.169,338263.169,308694.169,363713.169,GCM's average
Sweden,2065,64.38155508,554.6889981,7296.397208,SSP2-4.5,1971.382,6745.382,4784.382,7253.382,7193.382,GCM's average
Germany,2066,23.10236081,300.1354549,5141.406742,SSP2-4.5,4691.102,329.102,902.102,2157.102,887.102,GCM's average
Spain,2066,3620.65304,42417.32752,617873.4538,SSP2-4.5,349481.653,375064.653,295779.653,321991.653,226803.653,GCM's average
Sweden,2066,55.02786484,505.7223894,5987.881184,SSP2-4.5,527.028,4535.028,4261.028,1441.028,3263.028,GCM's average
Germany,2067,20.10256066,248.9473726,4517.021053,SSP2-4.5,3706.103,2423.103,2462.103,4314.103,1730.103,GCM's average
Spain,2067,4229.86971,49222.5083,703859.6373,SSP2-4.5,87599.87,160901.87,125300.87,635232.87,654983.87,GCM's average
Sweden,2067,57.82608252,509.1420553,7244.616946,SSP2-4.5,3400.826,4836.826,5219.826,6257.826,2362.826,GCM's average
Germany,2068,23.93654533,273.9173701,5325.906615,SSP2-4.5,1288.937,3905.937,565.937,3494.937,4572.937,GCM's average
Spain,2068,4540.574341,56070.67322,997280.7335,SSP2-4.5,168506.574,629856.574,982013.574,982165.574,559533.574,GCM's average
Sweden,2068,51.80715366,463.9391531,5793.568815,SSP2-4.5,1951.807,4065.807,2169.807,1511.807,3088.807,GCM's average
